Čas,WE_NO2,AE_NO2
2024-02-01T00:10:00Z,0.23649999815,0.219999999
2024-02-01T00:20:00Z,0.23666666466667,0.22083333275
2024-02-01T00:30:00Z,0.23849999635,0.220666666
2024-02-01T00:40:00Z,0.23766666376667,0.219999999
2024-02-01T00:50:00Z,0.2379999968,0.2203333325
2024-02-01T01:00:00Z,0.2359999986,0.219999999
2024-02-01T01:10:00Z,0.23449999995,0.219999999
2024-02-01T01:20:00Z,0.23433333343333,0.22016666575
2024-02-01T01:30:00Z,0.23233333523333,0.219999999
2024-02-01T01:40:00Z,0.23350000085,0.219999999
2024-02-01T01:50:00Z,0.23449999995,0.219999999
2024-02-01T02:00:00Z,0.23566666556667,0.22016666575
2024-02-01T02:10:00Z,0.23449999995,0.22016666575
2024-02-01T02:20:00Z,0.23483333298333,0.219999999
2024-02-01T02:30:00Z,0.23533333253333,0.2203333325
2024-02-01T02:40:00Z,0.23549999905,0.219999999
2024-02-01T02:50:00Z,0.23416666691667,0.219999999
2024-02-01T03:00:00Z,0.23533333253333,0.219999999
2024-02-01T03:10:00Z,0.23683333118333,0.22049999925
2024-02-01T03:20:00Z,0.23849999635,0.220666666
2024-02-01T03:30:00Z,0.23883332938333,0.22149999975
2024-02-01T03:40:00Z,0.23916666241667,0.22016666575
2024-02-01T03:50:00Z,0.23883332938333,0.2209999995
2024-02-01T04:00:00Z,0.23766666376667,0.220666666
2024-02-01T04:10:00Z,0.23783333028333,0.22049999925
2024-02-01T04:20:00Z,0.23766666376667,0.22049999925
2024-02-01T04:30:00Z,0.23733333073333,0.22016666575
2024-02-01T04:40:00Z,0.2379999968,0.22216666675
2024-02-01T04:50:00Z,0.23849999635,0.220666666
2024-02-01T05:00:00Z,0.23766666376667,0.22316666725
2024-02-01T05:10:00Z,0.23849999635,0.221333333
2024-02-01T05:20:00Z,0.23716666421667,0.220666666
2024-02-01T05:30:00Z,0.2340000004,0.219999999
2024-02-01T05:40:00Z,0.23533333253333,0.219999999
2024-02-01T05:50:00Z,0.23783333028333,0.22016666575
2024-02-01T06:00:00Z,0.23783333028333,0.219999999
2024-02-01T06:10:00Z,0.23883332938333,0.219999999
2024-02-01T06:20:00Z,0.23966666196667,0.219999999
2024-02-01T06:30:00Z,0.23983332848333,0.22083333275
2024-02-01T06:40:00Z,0.23983332848333,0.22216666675
2024-02-01T06:50:00Z,0.23883332938333,0.22350000075
2024-02-01T07:00:00Z,0.23983332848333,0.2203333325
2024-02-01T07:10:00Z,0.23949999545,0.220666666
2024-02-01T07:20:00Z,0.23866666286667,0.22016666575
2024-02-01T07:30:00Z,0.23849999635,0.22083333275
2024-02-01T07:40:00Z,0.2389999959,0.2203333325
2024-02-01T07:50:00Z,0.23916666241667,0.22016666575
2024-02-01T08:00:00Z,0.2389999959,0.2203333325
2024-02-01T08:10:00Z,0.23949999545,0.2216666665
2024-02-01T08:20:00Z,0.239999995,0.2250000015
2024-02-01T08:30:00Z,0.23966666196667,0.221333333
2024-02-01T08:40:00Z,0.23966666196667,0.2236666675
2024-02-01T08:50:00Z,0.23983332848333,0.2209999995
2024-02-01T09:00:00Z,0.23816666331667,0.22083333275
2024-02-01T09:10:00Z,0.23749999725,0.220666666
2024-02-01T09:20:00Z,0.2369999977,0.22016666575
2024-02-01T09:30:00Z,0.23749999725,0.22016666575
2024-02-01T09:40:00Z,0.2389999959,0.219999999
2024-02-01T09:50:00Z,0.23866666286667,0.219999999
2024-02-01T10:00:00Z,0.23966666196667,0.219999999
2024-02-01T10:10:00Z,0.239999995,0.22016666575
2024-02-01T10:20:00Z,0.239999995,0.219999999
2024-02-01T10:30:00Z,0.239999995,0.219999999
2024-02-01T10:40:00Z,0.239999995,0.2203333325
2024-02-01T10:50:00Z,0.239999995,0.22016666575
2024-02-01T11:00:00Z,0.239999995,0.219999999
2024-02-01T11:10:00Z,0.23666666439216,0.21921568511765
2024-02-01T11:20:00Z,0.23966666196667,0.2216666665
2024-02-01T11:30:00Z,0.239999995,0.22016666575
2024-02-01T11:40:00Z,0.239999995,0.22049999925
2024-02-01T11:50:00Z,0.23916666241667,0.22049999925
2024-02-01T12:00:00Z,0.23966666196667,0.2209999995
2024-02-01T12:10:00Z,0.23983332848333,0.222
2024-02-01T12:20:00Z,0.23966666196667,0.222
2024-02-01T12:30:00Z,0.23983332848333,0.22183333325
2024-02-01T12:40:00Z,0.23983332848333,0.22116666625
2024-02-01T12:50:00Z,0.23966666196667,0.2203333325
