Čas,WE_NH3,AE_NH3
2024-02-01T00:10:00Z,0.330000013,0.280000001
2024-02-01T00:20:00Z,0.324333335,0.280000001
2024-02-01T00:30:00Z,0.320333327,0.280000001
2024-02-01T00:40:00Z,0.323333333,0.280000001
2024-02-01T00:50:00Z,0.329000011,0.280000001
2024-02-01T01:00:00Z,0.330000013,0.280000001
2024-02-01T01:10:00Z,0.330000013,0.280000001
2024-02-01T01:20:00Z,0.33016667951667,0.280000001
2024-02-01T01:30:00Z,0.330000013,0.280000001
2024-02-01T01:40:00Z,0.33666667366667,0.280000001
2024-02-01T01:50:00Z,0.33416667591667,0.280000001
2024-02-01T02:00:00Z,0.33183334468333,0.280000001
2024-02-01T02:10:00Z,0.330000013,0.280000001
2024-02-01T02:20:00Z,0.33016667951667,0.280000001
2024-02-01T02:30:00Z,0.329166678,0.280000001
2024-02-01T02:40:00Z,0.330000013,0.280000001
2024-02-01T02:50:00Z,0.330000013,0.280000001
2024-02-01T03:00:00Z,0.330000013,0.280000001
2024-02-01T03:10:00Z,0.322666665,0.280000001
2024-02-01T03:20:00Z,0.319999993,0.280000001
2024-02-01T03:30:00Z,0.319999993,0.280000001
2024-02-01T03:40:00Z,0.319999993,0.280000001
2024-02-01T03:50:00Z,0.319999993,0.280000001
2024-02-01T04:00:00Z,0.320499994,0.280000001
2024-02-01T04:10:00Z,0.329833346,0.280000001
2024-02-01T04:20:00Z,0.329166678,0.280000001
2024-02-01T04:30:00Z,0.324000001,0.280000001
2024-02-01T04:40:00Z,0.319999993,0.280000001
2024-02-01T04:50:00Z,0.319999993,0.280000001
2024-02-01T05:00:00Z,0.319999993,0.280000001
2024-02-01T05:10:00Z,0.319999993,0.280000001
2024-02-01T05:20:00Z,0.322333331,0.280000001
2024-02-01T05:30:00Z,0.34000000388333,0.280000001
2024-02-01T05:40:00Z,0.342666668,0.280000001
2024-02-01T05:50:00Z,0.3401666705,0.280000001
2024-02-01T06:00:00Z,0.340333337,0.280000001
2024-02-01T06:10:00Z,0.340000004,0.280000001
2024-02-01T06:20:00Z,0.33766667276667,0.280000001
2024-02-01T06:30:00Z,0.328166676,0.280000001
2024-02-01T06:40:00Z,0.31983332648333,0.280000001
2024-02-01T06:50:00Z,0.32016666,0.280000001
2024-02-01T07:00:00Z,0.329000011,0.280000001
2024-02-01T07:10:00Z,0.329000011,0.280000001
2024-02-01T07:20:00Z,0.330000013,0.280000001
2024-02-01T07:30:00Z,0.330000013,0.280000001
2024-02-01T07:40:00Z,0.330000013,0.280000001
2024-02-01T07:50:00Z,0.330000013,0.280000001
2024-02-01T08:00:00Z,0.330000013,0.280000001
2024-02-01T08:10:00Z,0.3223333339,0.280000001
2024-02-01T08:20:00Z,0.31666666266667,0.280000001
2024-02-01T08:30:00Z,0.31766666176667,0.280000001
2024-02-01T08:40:00Z,0.31666666266667,0.280000001
2024-02-01T08:50:00Z,0.319999993,0.280000001
2024-02-01T09:00:00Z,0.319999993,0.280000001
2024-02-01T09:10:00Z,0.32016666,0.280000001
2024-02-01T09:20:00Z,0.327666675,0.280000001
2024-02-01T09:30:00Z,0.33683334018333,0.280000001
2024-02-01T09:40:00Z,0.340000004,0.280000001
2024-02-01T09:50:00Z,0.33983333748333,0.280000001
2024-02-01T10:00:00Z,0.33983333748333,0.280000001
2024-02-01T10:10:00Z,0.33966667096667,0.280000001
2024-02-01T10:20:00Z,0.33966667096667,0.280000001
2024-02-01T10:30:00Z,0.340000004,0.280000001
2024-02-01T10:40:00Z,0.340000004,0.280000001
2024-02-01T10:50:00Z,0.340000004,0.280000001
2024-02-01T11:00:00Z,0.340000004,0.280000001
2024-02-01T11:10:00Z,0.49019607831373,0.280000001
2024-02-01T11:20:00Z,0.3405000035,0.280000001
2024-02-01T11:30:00Z,0.33966667096667,0.280000001
2024-02-01T11:40:00Z,0.33266667726667,0.280000001
2024-02-01T11:50:00Z,0.33533334153333,0.280000001
2024-02-01T12:00:00Z,0.330000013,0.280000001
2024-02-01T12:10:00Z,0.330000013,0.280000001
2024-02-01T12:20:00Z,0.328833344,0.280000001
2024-02-01T12:30:00Z,0.329666679,0.280000001
2024-02-01T12:40:00Z,0.3330000103,0.280000001
2024-02-01T12:50:00Z,0.33666667366667,0.280000001
2024-02-01T13:00:00Z,0.340000004,0.280000001
2024-02-01T13:10:00Z,0.340000004,0.280000001
2024-02-01T13:20:00Z,0.340000004,0.280000001
2024-02-01T13:30:00Z,0.33916667141667,0.280000001
2024-02-01T13:40:00Z,0.33216667771667,0.280000001
2024-02-01T13:50:00Z,0.33083334558333,0.280000001
2024-02-01T14:00:00Z,0.33016667951667,0.280000001
2024-02-01T14:10:00Z,0.33583334108333,0.280000001
2024-02-01T14:20:00Z,0.33750000625,0.280000001
2024-02-01T14:30:00Z,0.340000004,0.280000001
2024-02-01T14:40:00Z,0.33983333748333,0.280000001
