Čas,WE_CO,AE_CO
2024-01-01T00:10:00Z,0.401333338,0.309000003
2024-01-01T00:20:00Z,0.400666672,0.3078333375
2024-01-01T00:30:00Z,0.4008333385,0.308000004
2024-01-01T00:40:00Z,0.4001666725,0.3075000045
2024-01-01T00:50:00Z,0.4015000045,0.3085000035
2024-01-01T01:00:00Z,0.401666671,0.307333338
2024-01-01T01:10:00Z,0.4041666685,0.308333337
2024-01-01T01:20:00Z,0.4018333375,0.307333338
2024-01-01T01:30:00Z,0.403333336,0.3078333375
2024-01-01T01:40:00Z,0.40883333058333,0.309666669
2024-01-01T01:50:00Z,0.404000002,0.3065000055
2024-01-01T02:00:00Z,0.4084999975,0.30866667
2024-01-01T02:10:00Z,0.4098333295,0.3081666705
2024-01-01T02:20:00Z,0.4119999942,0.3095000025
2024-01-01T02:30:00Z,0.41199999568333,0.3061666725
2024-01-01T02:40:00Z,0.4064999995,0.308000004
2024-01-01T02:50:00Z,0.40616666656667,0.3078333375
2024-01-01T03:00:00Z,0.4000000045,0.3068333385
2024-01-01T03:10:00Z,0.398166667,0.307333338
2024-01-01T03:20:00Z,0.398000002,0.3071666715
2024-01-01T03:30:00Z,0.394666662,0.305000007
2024-01-01T03:40:00Z,0.394499995,0.3055000065
2024-01-01T03:50:00Z,0.392166657,0.3045000075
2024-01-01T04:00:00Z,0.393499993,0.3071666715
2024-01-01T04:10:00Z,0.38999998745,0.3055000065
2024-01-01T04:20:00Z,0.38883332038333,0.3048333405
2024-01-01T04:30:00Z,0.38849998735,0.3061666725
2024-01-01T04:40:00Z,0.38633332263333,0.305666673
2024-01-01T04:50:00Z,0.3884999888,0.3068333385
2024-01-01T05:00:00Z,0.392999992,0.3055000065
2024-01-01T05:10:00Z,0.391833323,0.304333341
2024-01-01T05:20:00Z,0.38999998793333,0.304666674
2024-01-01T05:30:00Z,0.38733332173333,0.305000007
2024-01-01T05:40:00Z,0.38166666016667,0.304666674
2024-01-01T05:50:00Z,0.379999995,0.3061666725
2024-01-01T06:00:00Z,0.38116666061667,0.3071666715
2024-01-01T06:10:00Z,0.3778333305,0.305666673
2024-01-01T06:20:00Z,0.3751666665,0.306000006
2024-01-01T06:30:00Z,0.36866667283333,0.3075000045
2024-01-01T06:40:00Z,0.36666667466667,0.305000007
2024-01-01T06:50:00Z,0.36616667511667,0.307333338
2024-01-01T07:00:00Z,0.36116667961667,0.306666672
2024-01-01T07:10:00Z,0.36066668006667,0.308000004
2024-01-01T07:20:00Z,0.360000014,0.307666671
2024-01-01T07:30:00Z,0.36250001175,0.309333336
2024-01-01T07:40:00Z,0.36233334523333,0.308333337
2024-01-01T07:50:00Z,0.36116667961667,0.306666672
2024-01-01T08:00:00Z,0.36150001265,0.3085000035
2024-01-01T08:10:00Z,0.3610000131,0.3081666705
2024-01-01T08:20:00Z,0.36166667916667,0.3081666705
2024-01-01T08:30:00Z,0.36183334568333,0.3081666705
2024-01-01T08:40:00Z,0.36433334343333,0.3081666705
2024-01-01T08:50:00Z,0.3650000095,0.308333337
2024-01-01T09:00:00Z,0.36666667466667,0.309666669
2024-01-01T09:10:00Z,0.3640000104,0.3081666705
2024-01-01T09:20:00Z,0.3690000059,0.30866667
2024-01-01T09:30:00Z,0.36966667196667,0.3091666695
2024-01-01T09:40:00Z,0.370666671,0.3098333355
2024-01-01T09:50:00Z,0.370666671,0.3095000025
2024-01-01T10:00:00Z,0.37050000448333,0.309000003
2024-01-01T10:10:00Z,0.3715000035,0.3091666695
2024-01-01T10:20:00Z,0.3715000035,0.3091666695
2024-01-01T10:30:00Z,0.3705000045,0.3088333365
2024-01-01T10:40:00Z,0.3725000025,0.3091666695
2024-01-01T10:50:00Z,0.375999999,0.3088333365
2024-01-01T11:00:00Z,0.37949999551667,0.309333336
2024-01-01T11:10:00Z,0.38211537990385,0.31076923265385
2024-01-01T11:20:00Z,0.38149999366667,0.309333336
2024-01-01T11:30:00Z,0.38249999275,0.3091666695
2024-01-01T11:40:00Z,0.38333332533333,0.3091666695
2024-01-01T11:50:00Z,0.3809999941,0.310000002
2024-01-01T12:00:00Z,0.3798333285,0.30866667
2024-01-01T12:10:00Z,0.3798333285,0.309333336
2024-01-01T12:20:00Z,0.379333329,0.309333336
2024-01-01T12:30:00Z,0.379666662,0.3085000035
2024-01-01T12:40:00Z,0.379666662,0.309333336
2024-01-01T12:50:00Z,0.3788333295,0.309000003
2024-01-01T13:00:00Z,0.3774999975,0.3081666705
2024-01-01T13:10:00Z,0.3778333305,0.308333337
2024-01-01T13:20:00Z,0.3761666655,0.3081666705
2024-01-01T13:30:00Z,0.376999998,0.30866667
2024-01-01T13:40:00Z,0.375333333,0.3088333365
2024-01-01T13:50:00Z,0.373666668,0.307666671
2024-01-01T14:00:00Z,0.3774999975,0.3088333365
2024-01-01T14:10:00Z,0.376666665,0.308333337
2024-01-01T14:20:00Z,0.377666664,0.30866667
2024-01-01T14:30:00Z,0.3764999985,0.308333337
2024-01-01T14:40:00Z,0.37849999653333,0.308333337
2024-01-01T14:50:00Z,0.37833333,0.3091666695
2024-01-01T15:00:00Z,0.3781666635,0.3088333365
2024-01-01T15:10:00Z,0.3788333295,0.309000003
2024-01-01T15:20:00Z,0.379333329,0.3088333365
2024-01-01T15:30:00Z,0.3794999955,0.308333337
2024-01-01T15:40:00Z,0.378666663,0.308000004
2024-01-01T15:50:00Z,0.37833333,0.308333337
2024-01-01T16:00:00Z,0.376999998,0.308333337
2024-01-01T16:10:00Z,0.378999996,0.309333336
2024-01-01T16:20:00Z,0.37983332853333,0.3088333365
2024-01-01T16:30:00Z,0.37783333046667,0.307166671
2024-01-01T16:40:00Z,0.3778333305,0.3091666695
2024-01-01T16:50:00Z,0.3768333315,0.308333337
2024-01-01T17:00:00Z,0.38049999468333,0.307333338
2024-01-01T17:10:00Z,0.37949999553333,0.3081666705
2024-01-01T17:20:00Z,0.3794999955,0.3081666705
2024-01-01T17:30:00Z,0.38016666151667,0.3095000025
2024-01-01T17:40:00Z,0.38049999455,0.3098333355
2024-01-01T17:50:00Z,0.38016666151667,0.3088333365
2024-01-01T18:00:00Z,0.38049999456667,0.309333336
2024-01-01T18:10:00Z,0.37883332951667,0.3071666715
2024-01-01T18:20:00Z,0.38049999455,0.309333336
2024-01-01T18:30:00Z,0.38033332803333,0.3088333365
2024-01-01T18:40:00Z,0.38249999275,0.3095000025
2024-01-01T18:50:00Z,0.3869999887,0.3098333355
2024-01-01T19:00:00Z,0.38816665431667,0.3098333355
2024-01-01T19:10:00Z,0.38649998915,0.309000003
2024-01-01T19:20:00Z,0.38516665701667,0.3095000025
2024-01-01T19:30:00Z,0.38466665746667,0.3095000025
2024-01-01T19:40:00Z,0.38466665746667,0.309000003
2024-01-01T19:50:00Z,0.38366665836667,0.30866667
2024-01-01T20:00:00Z,0.38433332443333,0.309666669
2024-01-01T20:10:00Z,0.38149999365,0.3088333365
2024-01-01T20:20:00Z,0.38466665746667,0.3091666695
2024-01-01T20:30:00Z,0.38616665611667,0.310000002
2024-01-01T20:40:00Z,0.38449999096667,0.308333337
2024-01-01T20:50:00Z,0.38116666065,0.30850000351667
2024-01-01T21:00:00Z,0.38066666111667,0.30866667
2024-01-01T21:10:00Z,0.37983332853333,0.3091666695
2024-01-01T21:20:00Z,0.3806666611,0.31000000203333
2024-01-01T21:30:00Z,0.37983332851667,0.309333336
2024-01-01T21:40:00Z,0.38083332761667,0.3088333365
2024-01-01T21:50:00Z,0.38116666061667,0.3098333355
