Čas,T,RH,p
2024-07-01T00:10:00Z,19.314833608667,100,982
2024-07-01T00:20:00Z,19.319482933966,100,982
2024-07-01T00:30:00Z,19.2166001514,100,982
2024-07-01T00:40:00Z,19.133278800328,100,982
2024-07-01T00:50:00Z,18.972500229667,100,982
2024-07-01T01:00:00Z,18.908139650465,100,982
2024-07-01T01:10:00Z,18.884286062857,100,982
2024-07-01T01:20:00Z,18.98200035,100,982
2024-07-01T01:30:00Z,19.208276222759,100,982
2024-07-01T01:40:00Z,18.900000095,100,982
2024-07-01T01:50:00Z,19.116667426667,100,982
2024-07-01T02:00:00Z,19.354117842647,100,982
2024-07-01T02:10:00Z,19.104706147059,100,982
2024-07-01T02:20:00Z,19.843333436,100,982.13333333333
2024-07-01T02:30:00Z,19.585111236667,100,982
2024-07-01T02:40:00Z,19.410000207925,100,982.77358490566
2024-07-01T02:50:00Z,19.9220001225,100,983
2024-07-01T03:00:00Z,19.904000091833,100,983
2024-07-01T03:10:00Z,20.002500248333,100,983
2024-07-01T03:20:00Z,20.0588336945,100,983
2024-07-01T03:30:00Z,20.138666885,100,983
2024-07-01T03:40:00Z,19.744500224667,100,983
2024-07-01T03:50:00Z,19.690666770667,100,983
2024-07-01T04:00:00Z,19.722166792333,100,983
2024-07-01T04:10:00Z,20.286166762333,100,983
2024-07-01T04:20:00Z,19.883833536,100,983
2024-07-01T04:30:00Z,19.292833519167,100,983
2024-07-01T04:40:00Z,19.718333625833,100,983
2024-07-01T04:50:00Z,20.292500178333,100,983
2024-07-01T05:00:00Z,20.7598333675,100,983
2024-07-01T05:10:00Z,20.731666628667,99.701166788667,983
2024-07-01T05:20:00Z,20.258000183,99.926333618333,983
2024-07-01T05:30:00Z,20.011666806,99.696166738,983.13333333333
2024-07-01T05:40:00Z,19.870666916667,100,983.56666666667
2024-07-01T05:50:00Z,19.547166920333,100,983.13333333333
2024-07-01T06:00:00Z,19.278333537333,100,983.41666666667
2024-07-01T06:10:00Z,18.8898335785,100,984
2024-07-01T06:20:00Z,18.9548335715,100,983.81666666667
2024-07-01T06:30:00Z,18.893166860167,100,983.95
2024-07-01T06:40:00Z,19.138000234667,100,984
2024-07-01T06:50:00Z,18.802500216167,100,984
2024-07-01T07:00:00Z,18.7985001885,100,984
2024-07-01T07:10:00Z,18.457500204833,100,984
2024-07-01T07:20:00Z,18.154666933,100,984
2024-07-01T07:30:00Z,18.090833505167,100,984
2024-07-01T07:40:00Z,18.090500196333,100,984
2024-07-01T07:50:00Z,18.187666861667,100,984
2024-07-01T08:00:00Z,17.949500179333,100,984.03333333333
2024-07-01T08:10:00Z,17.76950016,100,984.7
2024-07-01T08:20:00Z,17.910833581833,100,984.76666666667
2024-07-01T08:30:00Z,18.035333474333,100,985
2024-07-01T08:40:00Z,18.014000225333,100,985
2024-07-01T08:50:00Z,17.774500083833,100,985
2024-07-01T09:00:00Z,17.764166926833,100,985
2024-07-01T09:10:00Z,17.404333528,100,985
2024-07-01T09:20:00Z,17.2411668145,100,985
2024-07-01T09:30:00Z,17.472500197333,100,985
2024-07-01T09:40:00Z,17.627666695667,100,985
2024-07-01T09:50:00Z,18.011500135667,100,985
2024-07-01T10:00:00Z,18.614000225667,100,985
2024-07-01T10:10:00Z,18.999215855294,99.493333255686,985
2024-07-01T10:20:00Z,19.449500179333,94.994667434667,985
2024-07-01T10:30:00Z,19.197833379167,93.029666646167,985
2024-07-01T10:40:00Z,19.252500280167,91.060166422833,985
2024-07-01T10:50:00Z,19.705166785167,88.354500579333,985
2024-07-01T11:00:00Z,19.910666815667,85.552000300333,985
2024-07-01T11:10:00Z,19.8016667995,85.9839996335,985
2024-07-01T11:20:00Z,20.3741668065,84.333499908167,985
2024-07-01T11:30:00Z,20.185833422167,83.7453332265,985
2024-07-01T11:40:00Z,19.933166917333,85.446666717667,984.56666666667
2024-07-01T11:50:00Z,20.029333559833,85.085666783167,984.68333333333
2024-07-01T12:00:00Z,19.8408335055,86.339000065833,985
2024-07-01T12:10:00Z,19.766500250167,90.382166418,985
2024-07-01T12:20:00Z,19.588166905167,93.7761671705,985
2024-07-01T12:30:00Z,19.584500058833,94.106500371833,984.21666666667
2024-07-01T12:40:00Z,19.0000000635,96.372166951167,984.78333333333
2024-07-01T12:50:00Z,18.5768335345,98.367333221667,985
2024-07-01T13:00:00Z,19.391333517,95.430833562333,984.35
2024-07-01T13:10:00Z,19.991000143667,91.3220005045,984.41666666667
2024-07-01T13:20:00Z,20.0495002435,92.1583334605,984.05
2024-07-01T13:30:00Z,20.189500269,92.442500305167,984
2024-07-01T13:40:00Z,20.405000146667,92.132666779,984
2024-07-01T13:50:00Z,20.061166859167,93.097499974333,984
2024-07-01T14:00:00Z,20.012666765333,94.206499608333,984
2024-07-01T14:10:00Z,20.741499900667,88.743499882667,984
2024-07-01T14:20:00Z,21.099333318167,85.824333572333,984
