Čas,PM_1,PM_2,PM_4,PM_10
2024-02-01T00:10:00Z,75.404499817,82.019000372167,83.9295001985,84.858833312833
2024-02-01T00:20:00Z,75.231500117333,81.6796667735,83.4613338475,84.328166835167
2024-02-01T00:30:00Z,75.427166621,81.979666773333,83.8368329365,84.7401659645
2024-02-01T00:40:00Z,76.768666458167,83.338833109333,85.150833256667,86.0310000105
2024-02-01T00:50:00Z,74.6168333695,81.339333089167,83.379333241833,84.372833124667
2024-02-01T01:00:00Z,72.305666987333,78.942333349167,81.024000167833,82.036666234667
2024-02-01T01:10:00Z,71.731166712333,78.154333113833,80.084000143333,81.022333272833
2024-02-01T01:20:00Z,70.205999628833,76.5518334705,78.4903330485,79.433500162667
2024-02-01T01:30:00Z,70.742000071333,77.122167078667,79.063333129333,80.008333206167
2024-02-01T01:40:00Z,71.248833211333,77.7080001835,79.689999643333,80.653999455833
2024-02-01T01:50:00Z,70.324499765833,76.607833226833,78.490166982167,79.403999964
2024-02-01T02:00:00Z,70.510499954167,76.7708330785,78.62400004,79.524666595667
2024-02-01T02:10:00Z,68.6133336385,74.917499923833,76.897499593167,77.860333633333
2024-02-01T02:20:00Z,64.302166557667,70.107333501167,71.875999959167,72.736000188333
2024-02-01T02:30:00Z,61.652499707333,67.240499814333,68.955499967333,69.789500173333
2024-02-01T02:40:00Z,59.649000041,64.6244998285,65.921500015,66.5520000455
2024-02-01T02:50:00Z,57.834333356333,63.023999977167,64.5876664475,65.348499679333
2024-02-01T03:00:00Z,56.604833349,61.557333374333,62.980500221167,63.673166910833
2024-02-01T03:10:00Z,58.677999877833,63.910166422333,65.471166865,66.229833411667
2024-02-01T03:20:00Z,58.011166509,63.278167152667,64.897500102167,65.685666656667
2024-02-01T03:30:00Z,61.317333349,66.840666516833,68.516499709667,69.331333541667
2024-02-01T03:40:00Z,63.156499926167,68.806833521833,70.501166153,71.325166702167
2024-02-01T03:50:00Z,65.954666773333,72.036166509167,73.956333033167,74.890833282833
2024-02-01T04:00:00Z,64.709500122333,70.749167379,72.696500270167,73.643333308
2024-02-01T04:10:00Z,67.308500544167,73.5511665345,75.541500219167,76.5094999945
2024-02-01T04:20:00Z,66.9811663945,73.180166371333,75.150499725667,76.107833226
2024-02-01T04:30:00Z,64.287166849833,69.959833781,71.619832992667,72.4264999385
2024-02-01T04:40:00Z,60.802499771167,66.245666567333,67.879000091,68.673000081833
2024-02-01T04:50:00Z,61.0506664915,66.3393328345,67.832499440667,68.558000310333
2024-02-01T05:00:00Z,61.181499989667,66.325667000333,67.689500045667,68.3533337915
2024-02-01T05:10:00Z,61.886333529333,66.9948328015,68.2948332465,68.927500025333
2024-02-01T05:20:00Z,64.433666865167,69.882166481667,71.346166928667,72.057332992167
2024-02-01T05:30:00Z,72.067166646333,78.475000127,80.3753330225,81.298333485833
2024-02-01T05:40:00Z,72.4355000815,78.724666468333,80.507499694333,81.374166997833
2024-02-01T05:50:00Z,74.383999760833,81.096332677,83.139833450667,84.134333292667
2024-02-01T06:00:00Z,74.760666783333,81.430333201667,83.4216665895,84.389833195667
2024-02-01T06:10:00Z,76.232999674333,83.298666890667,85.550333532167,86.644166565333
2024-02-01T06:20:00Z,73.685666783333,80.252999623667,82.208499145667,83.158500162333
2024-02-01T06:30:00Z,69.438333511667,75.443166987333,77.133000183333,77.954166667
2024-02-01T06:40:00Z,64.068999925833,69.309999847,70.618499629167,71.253999582833
2024-02-01T06:50:00Z,62.711666933833,67.820833205167,69.081832885667,69.694833247
2024-02-01T07:00:00Z,61.8268333435,66.8761664075,68.129499944167,68.738333257167
2024-02-01T07:10:00Z,63.860666465833,68.953666687333,70.147999827,70.728666814
2024-02-01T07:20:00Z,64.814666684667,70.2516662595,71.686833445333,72.384333546667
2024-02-01T07:30:00Z,65.437500127667,71.002166366333,72.515833536833,73.2506671905
2024-02-01T07:40:00Z,65.760666974333,71.111166763333,72.428166961167,73.068833161167
2024-02-01T07:50:00Z,67.079166284833,72.5871664675,73.972666168667,74.646333440333
2024-02-01T08:00:00Z,68.0413333885,73.700166575,75.165833409333,75.879333368833
2024-02-01T08:10:00Z,62.110499955,67.183666737333,68.444333648833,69.0566666295
2024-02-01T08:20:00Z,58.939999898167,63.757833417,64.957167117667,65.540166855167
2024-02-01T08:30:00Z,59.4385000225,64.278999837333,65.472833188167,66.054333305
2024-02-01T08:40:00Z,56.153499921,60.723166783667,61.849333572167,62.395666885833
2024-02-01T08:50:00Z,55.609000078833,60.043666776333,61.081833648667,61.587166531833
2024-02-01T09:00:00Z,54.372833252,58.599166870333,59.523833274833,59.972833061333
2024-02-01T09:10:00Z,53.7286664325,58.042666626,59.071000035667,59.571833547
2024-02-01T09:20:00Z,53.0198330565,57.421833038333,58.558500099,59.1100001655
2024-02-01T09:30:00Z,54.4461666745,58.751999918833,59.7378334055,60.218166669333
2024-02-01T09:40:00Z,57.027999941667,61.614666621,62.710666529667,63.2450001405
2024-02-01T09:50:00Z,58.328166644,63.086833317667,64.265999857667,64.8400000255
2024-02-01T10:00:00Z,60.340999921,65.287333425167,66.527834066167,67.130833308
2024-02-01T10:10:00Z,63.191500219833,68.320499674333,69.575499852667,70.185833358833
2024-02-01T10:20:00Z,65.508500290167,70.898666509167,72.261000315167,72.923666635667
2024-02-01T10:30:00Z,68.538833236667,74.071333058167,75.408000056167,76.0583329515
2024-02-01T10:40:00Z,69.8153338115,75.85683314,77.55816714,78.386666870333
2024-02-01T10:50:00Z,72.339166895333,78.367666626,79.9358337405,80.698166528667
2024-02-01T11:00:00Z,78.043833160667,84.674500401833,86.474666340833,87.350000381667
2024-02-01T11:10:00Z,73.657843046667,79.842941395882,81.480980779804,82.27647111902
2024-02-01T11:20:00Z,75.197166951333,81.839333471,83.784499867833,84.7301668805
2024-02-01T11:30:00Z,75.129000091833,81.427666218833,83.089500555167,83.896833166
2024-02-01T11:40:00Z,71.698666763333,77.691833496167,79.263499705333,80.026833217
2024-02-01T11:50:00Z,68.341333135,73.914166768333,75.293666966833,75.964499918833
2024-02-01T12:00:00Z,65.050499598333,70.399333191333,71.749833552167,72.407000350833
2024-02-01T12:10:00Z,63.684499994667,69.010999552667,70.4088338215,71.088499832
2024-02-01T12:20:00Z,59.78733317,64.506000137833,65.581000391333,66.1046669005
2024-02-01T12:30:00Z,58.843833160333,63.482666652,64.5369999565,65.048333422
2024-02-01T12:40:00Z,56.716666793833,61.2783330285,62.368666775667,62.899666531833
