Čas,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23
2024-07-01T00:10:00Z,1007.8333333333,157.08333333333,26.35,5.3333333333333,6.7833333333333,6.1166666666667,3.35,0.71666666666667,0.48333333333333,0.31666666666667,0.23333333333333,0.066666666666667,0.11666666666667,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-07-01T00:20:00Z,1045.1896551724,158.68965517241,27.327586206897,4.3103448275862,6.5344827586207,6.2586206896552,3.5862068965517,0.86206896551724,0.70689655172414,0.39655172413793,0.22413793103448,0.12068965517241,0.051724137931034,0.017241379310345,0,0.03448275862069,0.017241379310345,0,0.017241379310345,0,0,0,0,0
2024-07-01T00:30:00Z,1298.26,237.44,40.3,5.54,6.9,6.94,3.72,0.82,0.66,0.22,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T00:40:00Z,1130.5245901639,169.37704918033,26.72131147541,4.7540983606557,6.0655737704918,5.9508196721311,2.9016393442623,0.91803278688525,0.40983606557377,0.14754098360656,0.13114754098361,0.032786885245902,0.049180327868852,0.016393442622951,0,0.016393442622951,0,0,0,0,0,0,0,0
2024-07-01T00:50:00Z,680.53333333333,66.233333333333,14.416666666667,3.7333333333333,4.9666666666667,4.8,2.4,0.6,0.5,0.25,0.11666666666667,0.05,0.066666666666667,0.05,0,0,0,0,0,0,0,0,0,0
2024-07-01T01:00:00Z,603.55813953488,55.720930232558,13.162790697674,2.9767441860465,5.2325581395349,4.2790697674419,2.1162790697674,0.51162790697674,0.69767441860465,0.2093023255814,0.069767441860465,0.023255813953488,0.023255813953488,0.023255813953488,0,0,0,0,0,0,0,0,0,0
2024-07-01T01:10:00Z,617.71428571429,57.714285714286,11.714285714286,2.2857142857143,5,5.2857142857143,2,1,0.28571428571429,0.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T01:20:00Z,560.4,54,11.2,2.4,5.8,3.8,2.4,1.2,0.2,0.6,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T01:30:00Z,745.75862068966,88.862068965517,17.206896551724,3.6551724137931,5.3448275862069,5.2068965517241,3.4137931034483,1.9310344827586,1.551724137931,0.79310344827586,0.03448275862069,0.10344827586207,0.03448275862069,0.03448275862069,0.03448275862069,0,0,0,0,0,0,0,0,0
2024-07-01T01:40:00Z,591.5,55.5,14.75,3.75,4.25,5,3,1,0.5,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T01:50:00Z,660,60,12.333333333333,2.3333333333333,8.6666666666667,5.3333333333333,3.3333333333333,1.3333333333333,1.6666666666667,0.33333333333333,0.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T02:00:00Z,803.73529411765,86.5,17.323529411765,4.0588235294118,5.5294117647059,5.7647058823529,3.2058823529412,1.6176470588235,1.2058823529412,0.44117647058824,0.14705882352941,0.088235294117647,0,0.029411764705882,0,0,0,0,0,0,0,0,0,0
2024-07-01T02:10:00Z,828.47058823529,86,18.588235294118,3.8235294117647,5.5294117647059,5.9411764705882,4.0588235294118,1.8235294117647,0.64705882352941,0.52941176470588,0.11764705882353,0.058823529411765,0.058823529411765,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T02:20:00Z,1058.5333333333,128.86666666667,25.066666666667,4.7333333333333,7.6666666666667,6.1333333333333,4.8,1.6666666666667,1.3333333333333,0.4,0.53333333333333,0,0,0.066666666666667,0,0,0,0,0,0,0,0,0,0
2024-07-01T02:30:00Z,881.84444444444,92.422222222222,19.444444444444,4.9555555555556,6.6444444444444,5.8222222222222,4.1555555555556,1.3333333333333,1.1333333333333,0.2,0.066666666666667,0.13333333333333,0.022222222222222,0.022222222222222,0,0,0,0,0,0,0,0,0,0
2024-07-01T02:40:00Z,867.69811320755,79.018867924528,18.150943396226,4.6603773584906,6.2452830188679,6.1509433962264,3.5660377358491,1.5849056603774,1,0.49056603773585,0.056603773584906,0.037735849056604,0.056603773584906,0,0,0.018867924528302,0,0,0,0,0,0,0,0
2024-07-01T02:50:00Z,1259.2,171,28.766666666667,5.25,7.6166666666667,7.2,5.1333333333333,2.5166666666667,2.2,0.63333333333333,0.25,0.18333333333333,0.083333333333333,0.016666666666667,0,0,0,0,0,0,0,0.016666666666667,0,0
2024-07-01T03:00:00Z,1224.2,173.13333333333,28.4,5.2833333333333,7.35,6.6666666666667,4.8666666666667,1.8666666666667,1.9166666666667,0.56666666666667,0.18333333333333,0.1,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T03:10:00Z,1173.8,151.33333333333,25.916666666667,4.8166666666667,7.4,6.1,4.7166666666667,2.0166666666667,1.4333333333333,0.33333333333333,0.18333333333333,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T03:20:00Z,1513.8666666667,271.75,46.466666666667,7.4833333333333,8.55,8.4333333333333,6.25,2.5666666666667,2.35,0.6,0.2,0.05,0.1,0,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-07-01T03:30:00Z,1732.2,437.35,80.683333333333,10.683333333333,10.233333333333,9.25,6.3166666666667,2.5666666666667,2.45,1.1,0.3,0.15,0.05,0.033333333333333,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0
2024-07-01T03:40:00Z,1564.65,311.31666666667,55,7.8833333333333,10.05,8.5,5.6666666666667,2.85,1.9166666666667,0.55,0.26666666666667,0.083333333333333,0.1,0,0,0,0.016666666666667,0,0,0,0,0,0,0
2024-07-01T03:50:00Z,1289.8,182.28333333333,28.766666666667,5.4333333333333,6.8,7.05,4.8,2.2166666666667,1.1833333333333,0.26666666666667,0.11666666666667,0.05,0.033333333333333,0,0,0.016666666666667,0,0,0,0,0,0,0,0
2024-07-01T04:00:00Z,1264.3,166.45,27.133333333333,5.0666666666667,7.5333333333333,7.95,5.6333333333333,2.0166666666667,1.7,0.61666666666667,0.18333333333333,0.083333333333333,0.033333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-07-01T04:10:00Z,1359.5833333333,200.66666666667,32.45,6.05,8,7.05,4.7,2.2666666666667,2.0833333333333,0.76666666666667,0.21666666666667,0.1,0,0,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0
2024-07-01T04:20:00Z,931.36666666667,88.85,17.45,4.25,6.55,5.8166666666667,4,1.7,1.0333333333333,0.23333333333333,0.1,0.066666666666667,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-07-01T04:30:00Z,893.98333333333,75.516666666667,14.933333333333,3.9166666666667,6.45,4.9166666666667,4.2,1.6,0.96666666666667,0.35,0.15,0.033333333333333,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
