Čas,PM_1,PM_2,PM_4,PM_10
2024-01-01T00:10:00Z,56.800166829167,60.836000060833,61.482333119833,61.7973334005
2024-01-01T00:20:00Z,48.068500456167,51.550666745333,52.155833434833,52.448999913
2024-01-01T00:30:00Z,41.947000058333,44.965499750333,45.476166724667,45.724166807333
2024-01-01T00:40:00Z,40.336499977,43.131166839667,43.530166689333,43.724833425167
2024-01-01T00:50:00Z,39.69249986,42.497333463,42.9371668495,43.151166724667
2024-01-01T01:00:00Z,39.980166753667,42.7771668115,43.1958333335,43.399166616
2024-01-01T01:10:00Z,39.880499966833,42.753333472833,43.241833305,43.4784999205
2024-01-01T01:20:00Z,37.760166867833,40.443000158167,40.872999890667,41.082333437667
2024-01-01T01:30:00Z,36.910333061833,39.5041667945,39.902333132333,40.0953334815
2024-01-01T01:40:00Z,36.9511665985,39.558333269833,39.964833513833,40.161833127
2024-01-01T01:50:00Z,37.338166809167,39.991499964667,40.417499987667,40.623666699167
2024-01-01T02:00:00Z,37.022666549,39.691333071167,40.144500161,40.364999707667
2024-01-01T02:10:00Z,37.621333058,40.335666784,40.8008334475,41.02766641
2024-01-01T02:20:00Z,38.821333313167,41.578333155167,42.018833414333,42.234000078667
2024-01-01T02:30:00Z,38.777666600833,41.556166521833,42.017833264833,42.241666730333
2024-01-01T02:40:00Z,36.093999862333,38.6961666745,39.138166809833,39.352500152833
2024-01-01T02:50:00Z,38.800999959833,41.840166664167,42.517333158,42.846999994833
2024-01-01T03:00:00Z,37.563666789167,40.675166703,41.473166592833,41.861833445333
2024-01-01T03:10:00Z,35.482833544333,38.295166651167,38.942999839667,39.2576665885
2024-01-01T03:20:00Z,31.147833283,33.619999949333,34.192000166833,34.469333235333
2024-01-01T03:30:00Z,30.099666754,32.552666727833,33.160333411333,33.454999955667
2024-01-01T03:40:00Z,30.977833493167,33.474166616333,34.073500028833,34.364499759667
2024-01-01T03:50:00Z,28.072166601833,30.2436667445,30.711999925333,30.939499950333
2024-01-01T04:00:00Z,24.7756666505,26.8041667625,27.311166731833,27.558166758333
2024-01-01T04:10:00Z,23.326666800833,25.102000014,25.4665001235,25.643333275833
2024-01-01T04:20:00Z,22.772666613333,24.544666735333,24.932833386333,25.121333344333
2024-01-01T04:30:00Z,28.489333343167,30.615666484833,31.026166629333,31.224500116
2024-01-01T04:40:00Z,24.7303333285,26.5836667065,26.9465000465,27.122833379
2024-01-01T04:50:00Z,24.900999959333,26.797333367167,27.187166722167,27.376666705
2024-01-01T05:00:00Z,32.165333430167,34.8908334105,35.626500002667,35.983833185667
2024-01-01T05:10:00Z,28.711666807,31.081333319167,31.684666600833,31.9783334095
2024-01-01T05:20:00Z,25.282333374167,27.215666675667,27.617666562167,27.813166650833
2024-01-01T05:30:00Z,23.450833384667,25.303666687,25.726666704667,25.93183314
2024-01-01T05:40:00Z,21.057166735667,22.732166639833,23.123166593333,23.3130000435
2024-01-01T05:50:00Z,19.3108333595,20.770499991833,21.0639999705,21.206833395
2024-01-01T06:00:00Z,20.1206666315,21.699000136,22.053333314,22.224833328833
2024-01-01T06:10:00Z,15.658166678833,16.849500052167,17.093499978,17.212333392333
2024-01-01T06:20:00Z,13.162666622733,14.155666685167,14.354166666667,14.450666650167
2024-01-01T06:30:00Z,8.21633330975,8.7963333525833,8.8858333348333,8.92933332095
2024-01-01T06:40:00Z,7.34033331865,7.8348333199667,7.8960000196667,7.9266666651
2024-01-01T06:50:00Z,5.8976666530167,6.28683331805,6.3295000156333,6.3505000035833
2024-01-01T07:00:00Z,3.8416666746167,4.1101666848333,4.15166668895,4.1713333488167
2024-01-01T07:10:00Z,3.4728333394,3.6968333601833,3.7161666672167,3.726666689
2024-01-01T07:20:00Z,3.4021666646,3.6298333565833,3.6558333397833,3.6690000097167
2024-01-01T07:30:00Z,3.7950000087833,4.0415000200667,4.0651666800167,4.0768333594167
2024-01-01T07:40:00Z,4.8433333397167,5.1586666902167,5.19000001755,5.2051666657333
2024-01-01T07:50:00Z,7.896999987,8.4335000113667,8.5024999936667,8.5349999904333
2024-01-01T08:00:00Z,4.2285000204667,4.50500000315,4.53399999935,4.5485000094
2024-01-01T08:10:00Z,3.79466665985,4.0323333343,4.0476666768333,4.0566666603333
