Čas,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23
2024-01-01T00:10:00Z,2683.8166666667,758.75,151.43333333333,17.25,8.7833333333333,3.1166666666667,1.6,0.58333333333333,0.3,0.1,0.05,0.016666666666667,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0
2024-01-01T00:20:00Z,2179.4333333333,555.76666666667,108.6,13.416666666667,6.8666666666667,3.05,1.0166666666667,0.26666666666667,0.16666666666667,0.05,0.033333333333333,0,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T00:30:00Z,2086.4,556.53333333333,114.56666666667,13.133333333333,7.3166666666667,2.6666666666667,1.05,0.3,0.15,0,0.033333333333333,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T00:40:00Z,2110.4666666667,560.05,110.58333333333,11.566666666667,5.7,3.0666666666667,0.81666666666667,0.3,0.26666666666667,0.083333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T00:50:00Z,1819.2333333333,428.7,83.4,9.2166666666667,4.85,1.9166666666667,0.61666666666667,0.21666666666667,0.066666666666667,0.066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:00:00Z,1822.65,429.75,84.216666666667,8.7333333333333,4.7166666666667,2.1,0.86666666666667,0.16666666666667,0.11666666666667,0.066666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:10:00Z,1816.7166666667,442.15,90.35,9.4166666666667,5.2833333333333,2.0333333333333,0.85,0.16666666666667,0.2,0.066666666666667,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:20:00Z,2104.9833333333,600.66666666667,126.68333333333,14.916666666667,8.2166666666667,2.7,0.9,0.3,0.18333333333333,0.1,0.016666666666667,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:30:00Z,2126.5833333333,596.06666666667,125.15,13.7,7.35,2.1666666666667,1.3333333333333,0.28333333333333,0.31666666666667,0.05,0.066666666666667,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:40:00Z,2122.6833333333,589.56666666667,119.58333333333,12.7,6.7166666666667,2.3833333333333,1.1333333333333,0.31666666666667,0.2,0.11666666666667,0.033333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T01:50:00Z,2082.95,559.83333333333,112.23333333333,12.45,6.0166666666667,2.0833333333333,0.66666666666667,0.23333333333333,0.2,0,0.033333333333333,0.05,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T02:00:00Z,2175.8333333333,622.18333333333,128.75,14.966666666667,7.7833333333333,2.25,1.0166666666667,0.3,0.23333333333333,0.083333333333333,0.033333333333333,0.016666666666667,0.016666666666667,0,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-01-01T02:10:00Z,2092.0166666667,553.45,110.65,12.5,6.1333333333333,2.3166666666667,1.0333333333333,0.26666666666667,0.2,0.05,0.016666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T02:20:00Z,1864.65,435.65,81.65,9.3666666666667,5.2,2.0333333333333,0.63333333333333,0.31666666666667,0.2,0,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T02:30:00Z,1996.95,510.45,99.466666666667,10.183333333333,5.2333333333333,2.25,0.85,0.25,0.16666666666667,0.083333333333333,0.016666666666667,0,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0
2024-01-01T02:40:00Z,1737.3833333333,428.7,79.3,8.7833333333333,3.95,1.8166666666667,0.73333333333333,0.21666666666667,0.11666666666667,0.05,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T02:50:00Z,1745.2666666667,440.41666666667,80.466666666667,8.1,4.1333333333333,1.3333333333333,0.56666666666667,0.16666666666667,0.05,0.05,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T03:00:00Z,1803.8333333333,516.51666666667,102.38333333333,10.233333333333,4.5333333333333,1.85,0.6,0.2,0.066666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T03:10:00Z,1680.1833333333,507,104.91666666667,10.8,4.5666666666667,1.3833333333333,0.43333333333333,0.033333333333333,0.083333333333333,0.033333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T03:20:00Z,1453.65,423.95,87.5,7.9833333333333,3.7333333333333,1.1166666666667,0.2,0.066666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01T03:30:00Z,1394.7166666667,381.23333333333,79.65,7.1166666666667,2.8333333333333,1.0666666666667,0.26666666666667,0.083333333333333,0.1,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
