Čas,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23
2024-04-01T00:10:00Z,97.5,72.7,55.25,22.783333333333,37.133333333333,27.1,14.55,4.0333333333333,2,0.56666666666667,0.21666666666667,0.066666666666667,0.033333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-04-01T00:20:00Z,99.683333333333,76.3,54.883333333333,23.133333333333,36.616666666667,28.2,14.333333333333,4.0166666666667,2.1666666666667,0.76666666666667,0.2,0.083333333333333,0.016666666666667,0.033333333333333,0.016666666666667,0,0,0.016666666666667,0,0,0.016666666666667,0,0,0
2024-04-01T00:30:00Z,99.6,74.35,55.883333333333,23.266666666667,38.216666666667,26.4,14.916666666667,4.1,2.5666666666667,0.63333333333333,0.18333333333333,0.083333333333333,0.083333333333333,0.033333333333333,0.016666666666667,0.016666666666667,0.016666666666667,0,0.016666666666667,0,0,0,0,0
2024-04-01T00:40:00Z,97.216666666667,74.616666666667,57.433333333333,24.55,37.916666666667,29.9,16.15,4.2166666666667,2.3166666666667,0.48333333333333,0.26666666666667,0.11666666666667,0.1,0.033333333333333,0.016666666666667,0.016666666666667,0.016666666666667,0,0,0.016666666666667,0,0,0,0
2024-04-01T00:50:00Z,94.65,72.1,54.083333333333,21.366666666667,37.1,25.333333333333,13.316666666667,3.6166666666667,2.35,0.58333333333333,0.066666666666667,0.033333333333333,0.05,0.016666666666667,0.016666666666667,0,0,0,0,0.016666666666667,0,0,0,0.016666666666667
2024-04-01T01:00:00Z,92.6,68.316666666667,51.1,21.433333333333,34.233333333333,25.066666666667,13.066666666667,4.05,1.85,0.46666666666667,0.13333333333333,0.066666666666667,0.016666666666667,0,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-04-01T01:10:00Z,92.316666666667,69.3,51.083333333333,21.183333333333,33.633333333333,25.566666666667,13.216666666667,3.5166666666667,1.8333333333333,0.53333333333333,0.15,0,0.033333333333333,0.016666666666667,0,0.016666666666667,0,0,0,0,0.016666666666667,0,0,0
2024-04-01T01:20:00Z,88.1,66.35,51.016666666667,19.4,32.983333333333,23.766666666667,11.45,3.65,1.85,0.51666666666667,0.13333333333333,0.066666666666667,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0
2024-04-01T01:30:00Z,90.433333333333,68.116666666667,48.266666666667,19.833333333333,31.45,23.316666666667,11.566666666667,3.2,1.85,0.43333333333333,0.1,0.066666666666667,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-04-01T01:40:00Z,87.783333333333,65.066666666667,48.15,20.266666666667,31.65,23.516666666667,11.466666666667,2.8333333333333,1.4666666666667,0.33333333333333,0.16666666666667,0,0.016666666666667,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-04-01T01:50:00Z,87.35,65.8,49.1,20.383333333333,30.933333333333,22.55,11.533333333333,3.1333333333333,1.5333333333333,0.45,0.2,0.016666666666667,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-04-01T02:00:00Z,86.133333333333,66.866666666667,46.433333333333,18.466666666667,31.45,22.683333333333,12.4,2.7666666666667,1.4333333333333,0.51666666666667,0.11666666666667,0.05,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0.033333333333333,0
2024-04-01T02:10:00Z,86.8,66.033333333333,47.8,19.55,30.75,21.433333333333,10.966666666667,2.8333333333333,1.3666666666667,0.4,0.18333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-04-01T02:20:00Z,85.133333333333,64.533333333333,48.4,19.333333333333,30.816666666667,21.55,10.416666666667,2.85,1.2333333333333,0.3,0.066666666666667,0.083333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-01T02:30:00Z,87.466666666667,66.35,49.366666666667,20.516666666667,30.316666666667,22.733333333333,10.616666666667,2.6833333333333,1.4666666666667,0.38333333333333,0.11666666666667,0,0.083333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-04-01T02:40:00Z,83.633333333333,64.783333333333,47.383333333333,20.866666666667,32,20.966666666667,9.9333333333333,2.4833333333333,1.4,0.36666666666667,0.15,0.033333333333333,0.066666666666667,0,0.016666666666667,0,0,0.016666666666667,0,0,0.016666666666667,0.016666666666667,0,0
