Čas,PM_1,PM_2,PM_4,PM_10
2024-04-01T00:10:00Z,6.1335000118167,13.742833327667,19.825166607,22.782833417167
2024-04-01T00:20:00Z,5.95650002165,13.518833351333,19.571833261,22.516000048
2024-04-01T00:30:00Z,5.7401666641333,12.667333349167,18.196999835,20.886500008333
2024-04-01T00:40:00Z,5.9280000051167,13.009333340833,18.659000030833,21.407500108667
2024-04-01T00:50:00Z,5.5806666691167,12.366666698167,17.786833271167,20.422166697
2024-04-01T01:00:00Z,5.4685000022,11.947499958433,17.115499957833,19.630000003
2024-04-01T01:10:00Z,5.5440000056833,12.242166662167,17.592333348333,20.193166605333
2024-04-01T01:20:00Z,5.4956666628667,12.190833362167,17.538999938333,20.140166601
2024-04-01T01:30:00Z,5.4128333171167,11.984000046667,17.2316666605,19.784499995
2024-04-01T01:40:00Z,5.3518333435,12.017000055667,17.345999939667,19.937999980333
2024-04-01T01:50:00Z,5.6181666611667,12.177500025333,17.406166601,19.949000041667
2024-04-01T02:00:00Z,5.3856666565,11.65516668975,16.652333339333,19.083833312833
2024-04-01T02:10:00Z,5.54766665295,12.131166585167,17.383666738333,19.938166586667
2024-04-01T02:20:00Z,5.7560000022667,12.634333324833,18.123000034333,20.7916667295
2024-04-01T02:30:00Z,5.5966666539333,12.2071666715,17.479166555167,20.042999934833
2024-04-01T02:40:00Z,5.6139999787333,12.585166708833,18.157666810667,20.867500019333
2024-04-01T02:50:00Z,5.2843333403,11.886499961617,17.165666787333,19.733500004167
2024-04-01T03:00:00Z,5.2304999907833,11.767833312167,16.996500047167,19.538166744833
2024-04-01T03:10:00Z,5.1470000028333,11.505500046167,16.587333441,19.058500035833
2024-04-01T03:20:00Z,5.8001666704833,13.158333301667,19.0496666435,21.914166673667
2024-04-01T03:30:00Z,6.4913333177167,14.802333323,21.458999919667,24.6953333855
2024-04-01T03:40:00Z,6.4263333002833,14.476166693667,20.916500027667,24.047666708833
2024-04-01T03:50:00Z,6.9899999936833,15.4951665875,22.28816665,25.592000039167
2024-04-01T04:00:00Z,7.92816668355,18.153666576167,26.3438332555,30.327833238833
2024-04-01T04:10:00Z,9.1164999882333,20.350833351833,29.329999923833,33.695999779833
2024-04-01T04:20:00Z,9.3763333003167,21.183833312833,30.632499980667,35.226999918833
2024-04-01T04:30:00Z,9.3528333661333,21.443333402333,31.1276667275,35.837333647833
2024-04-01T04:40:00Z,9.7986666842333,22.917499955167,33.444166819167,38.563166650167
2024-04-01T04:50:00Z,9.6121665794833,21.879166571167,31.699666754667,36.475500170167
2024-04-01T05:00:00Z,9.2364999294,21.150833289167,30.695333321667,35.33649985
2024-04-01T05:10:00Z,9.55850001975,21.779666487667,31.565333461833,36.323499965167
2024-04-01T05:20:00Z,9.46566665985,21.852833334167,31.7804999035,36.6088335675
2024-04-01T05:30:00Z,9.44500002055,21.6640000985,31.452666695667,36.213666820667
