Čas,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23
2024-06-01T00:10:00Z,1426.0666666667,173.1,22.983333333333,3.25,3.0833333333333,2.2833333333333,1.0166666666667,0.5,0.25,0.066666666666667,0.066666666666667,0.066666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T00:20:00Z,1563.65,215.98333333333,33.616666666667,3.3666666666667,3.0833333333333,2.1333333333333,1.2333333333333,0.43333333333333,0.2,0.15,0.083333333333333,0.033333333333333,0.083333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T00:30:00Z,1607.7,226.35,33.15,3.4833333333333,3.15,2.1666666666667,0.91666666666667,0.73333333333333,0.48333333333333,0.15,0.066666666666667,0.016666666666667,0,0.05,0,0,0,0,0,0,0,0,0,0
2024-06-01T00:40:00Z,1399.0666666667,153.31666666667,21.233333333333,2.5833333333333,2.8833333333333,1.7166666666667,0.83333333333333,0.4,0.33333333333333,0.066666666666667,0.066666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T00:50:00Z,1395.1333333333,157.25,20.383333333333,2.45,2.3,2,1.0166666666667,0.31666666666667,0.2,0.083333333333333,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T01:00:00Z,1506.85,193.35,27.083333333333,3.35,3.1,1.9166666666667,1.3333333333333,0.63333333333333,0.33333333333333,0.15,0,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T01:10:00Z,1954.9833333333,481.61666666667,96.333333333333,10.5,6.95,3.0666666666667,2.0166666666667,0.58333333333333,0.91666666666667,0.35,0.11666666666667,0.033333333333333,0.033333333333333,0.033333333333333,0.016666666666667,0,0.016666666666667,0,0,0,0,0,0,0
2024-06-01T01:20:00Z,1735.2166666667,303.11666666667,46.666666666667,5.4166666666667,4.0833333333333,2.4333333333333,1.55,0.45,0.36666666666667,0.2,0.05,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T01:30:00Z,1977.0333333333,431.35,74.983333333333,8.1666666666667,4.9833333333333,3.3,2.1,0.71666666666667,0.75,0.36666666666667,0.13333333333333,0.033333333333333,0.033333333333333,0.033333333333333,0,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0
2024-06-01T01:40:00Z,2264.35,708.06666666667,156.08333333333,18.583333333333,11.383333333333,4.75,2.4333333333333,0.96666666666667,0.93333333333333,0.36666666666667,0.16666666666667,0.18333333333333,0.016666666666667,0,0.016666666666667,0,0,0.016666666666667,0,0,0,0,0,0
2024-06-01T01:50:00Z,1938.1833333333,427.63333333333,81.733333333333,9.1166666666667,6.1333333333333,2.8166666666667,1.5,0.55,0.33333333333333,0.28333333333333,0.1,0.05,0.016666666666667,0.033333333333333,0,0,0,0,0,0,0,0,0,0
2024-06-01T02:00:00Z,2168.5666666667,765,207.25,30.533333333333,18.833333333333,6.9166666666667,3.2166666666667,0.66666666666667,0.66666666666667,0.45,0.21666666666667,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T02:10:00Z,2100.55,625.91666666667,156.71666666667,22.633333333333,14.916666666667,5.2666666666667,2.35,0.8,0.68333333333333,0.3,0.13333333333333,0.033333333333333,0.083333333333333,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T02:20:00Z,2107.45,707.03333333333,192.63333333333,28.883333333333,18.183333333333,6.2833333333333,2.85,0.9,0.78333333333333,0.38333333333333,0.15,0.11666666666667,0,0.016666666666667,0,0.033333333333333,0,0,0,0,0,0,0,0
2024-06-01T02:30:00Z,1811.6,334.3,57.7,6.8666666666667,5.0833333333333,2.85,1.6166666666667,0.5,0.53333333333333,0.05,0.066666666666667,0,0.016666666666667,0,0,0,0,0.016666666666667,0,0,0,0,0,0
2024-06-01T02:40:00Z,1801.1833333333,301.48333333333,48.616666666667,5.85,4.6166666666667,2.65,1.5333333333333,0.6,0.36666666666667,0.25,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T02:50:00Z,2006.05,364.13333333333,55.383333333333,5.9166666666667,4.7833333333333,2.2,1.7333333333333,0.56666666666667,0.53333333333333,0.33333333333333,0.066666666666667,0.016666666666667,0,0,0,0,0.016666666666667,0,0,0,0,0,0,0
2024-06-01T03:00:00Z,2208.7,510.55,87.783333333333,8.4166666666667,6.05,3.1833333333333,1.6166666666667,0.7,0.38333333333333,0.3,0.11666666666667,0.033333333333333,0.016666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0
2024-06-01T03:10:00Z,2542.7166666667,996.48333333333,238.35,29.283333333333,14.816666666667,5.6333333333333,2.7166666666667,1.1166666666667,0.95,0.45,0.15,0.033333333333333,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0.016666666666667,0,0,0
2024-06-01T03:20:00Z,2212.6,549,103.03333333333,10.983333333333,6,3,1.9,0.41666666666667,0.51666666666667,0.21666666666667,0.016666666666667,0.016666666666667,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
2024-06-01T03:30:00Z,2452.7833333333,835.71666666667,185.15,22.2,11.333333333333,4.65,2.4,0.86666666666667,0.8,0.43333333333333,0.18333333333333,0.05,0.016666666666667,0.033333333333333,0,0,0.016666666666667,0.016666666666667,0,0,0,0,0,0
2024-06-01T03:40:00Z,1927.05,339.35,50.716666666667,4.7333333333333,3.6666666666667,2.6833333333333,1.8833333333333,0.78333333333333,0.3,0.26666666666667,0.05,0.033333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0
