Čas,T,RH,p
2024-06-01T00:10:00Z,15.579666789,100,980
2024-06-01T00:20:00Z,15.683500019333,100,980
2024-06-01T00:30:00Z,16.009000110667,100,980
2024-06-01T00:40:00Z,15.816166608167,100,980
2024-06-01T00:50:00Z,15.599666643333,100,980
2024-06-01T01:00:00Z,15.5953333375,100,980
2024-06-01T01:10:00Z,16.030500110333,100,980
2024-06-01T01:20:00Z,16.072833523167,100,980
2024-06-01T01:30:00Z,16.1640002885,100,980
2024-06-01T01:40:00Z,15.813166761,100,980
2024-06-01T01:50:00Z,15.4394999505,100,980
2024-06-01T02:00:00Z,15.7681666845,100,980
2024-06-01T02:10:00Z,15.578500016167,100,979.18333333333
2024-06-01T02:20:00Z,15.733999983833,100,979.76666666667
2024-06-01T02:30:00Z,15.737333314167,100,979
2024-06-01T02:40:00Z,15.850833337333,100,979
2024-06-01T02:50:00Z,15.682333326333,100,979
2024-06-01T03:00:00Z,15.563999987167,100,979
2024-06-01T03:10:00Z,15.784666681667,100,979.2
2024-06-01T03:20:00Z,15.814833403,100,979.43333333333
2024-06-01T03:30:00Z,15.677500041667,100,979.85
2024-06-01T03:40:00Z,15.423499934333,100,980
2024-06-01T03:50:00Z,15.410666719333,100,980
2024-06-01T04:00:00Z,15.631500005333,100,980
2024-06-01T04:10:00Z,15.776166677167,100,980
2024-06-01T04:20:00Z,16.117833567667,100,980
2024-06-01T04:30:00Z,16.049500164,100,980.63333333333
2024-06-01T04:40:00Z,15.5320000165,100,981
2024-06-01T04:50:00Z,15.095333353167,100,981
2024-06-01T05:00:00Z,15.120999987333,100,981
2024-06-01T05:10:00Z,15.138833348167,100,981
2024-06-01T05:20:00Z,15.496666622667,100,981
2024-06-01T05:30:00Z,15.424166678833,100,981
2024-06-01T05:40:00Z,15.5171666625,100,981
2024-06-01T05:50:00Z,15.5468333725,100,981
2024-06-01T06:00:00Z,16.469166947,100,981
2024-06-01T06:10:00Z,16.954000251333,100,981
2024-06-01T06:20:00Z,16.942500273667,100,981
2024-06-01T06:30:00Z,16.762166881667,100,981
2024-06-01T06:40:00Z,16.689167054167,99.9936667125,981
2024-06-01T06:50:00Z,17.2145002685,97.145666631,981.85
2024-06-01T07:00:00Z,17.654500230667,94.499333699667,982
2024-06-01T07:10:00Z,18.048833529833,89.906666437667,982
2024-06-01T07:20:00Z,19.1991668705,85.88149999,982
2024-06-01T07:30:00Z,19.530000051167,82.322166951167,982
2024-06-01T07:40:00Z,18.816666857333,83.899500401667,982
2024-06-01T07:50:00Z,19.439666907667,81.9810001375,982
2024-06-01T08:00:00Z,21.072333431167,77.354833221167,982
2024-06-01T08:10:00Z,20.039166800333,81.1841669715,982
2024-06-01T08:20:00Z,19.890000057667,81.231167475833,982
2024-06-01T08:30:00Z,20.996833388,85.087332535167,982
2024-06-01T08:40:00Z,19.652666854333,79.2038333895,982
2024-06-01T08:50:00Z,19.6625001915,80.561500295167,981.98333333333
2024-06-01T09:00:00Z,20.964499982333,72.605666606,982
2024-06-01T09:10:00Z,21.5251666385,67.2830002465,982
2024-06-01T09:20:00Z,21.848166560833,63.523333167833,982
2024-06-01T09:30:00Z,21.383166630667,61.4093333555,982
2024-06-01T09:40:00Z,22.296166705833,58.286000061833,982
2024-06-01T09:50:00Z,22.684499994833,59.428333409333,982
2024-06-01T10:00:00Z,22.5219998675,58.602000045833,982
2024-06-01T10:10:00Z,22.835384625769,52.947115237692,982
2024-06-01T10:20:00Z,22.9521668435,52.312333297667,982
2024-06-01T10:30:00Z,22.696499919667,51.7254997895,982
2024-06-01T10:40:00Z,22.6201667155,53.286999893,982
2024-06-01T10:50:00Z,22.9763333645,51.641500027667,982
2024-06-01T11:00:00Z,22.956000073667,50.778666814,982
2024-06-01T11:10:00Z,23.450333372667,49.555499903,982
2024-06-01T11:20:00Z,23.507999928167,51.915499750667,982
2024-06-01T11:30:00Z,23.154833412333,52.335000291667,982
2024-06-01T11:40:00Z,23.052833303167,53.415166854833,982
2024-06-01T11:50:00Z,23.3638333,53.970666631167,982
2024-06-01T12:00:00Z,23.236166699333,53.039833514333,982
2024-06-01T12:10:00Z,23.094166692,52.673000017667,982
2024-06-01T12:20:00Z,22.866666603167,52.333166567833,982
2024-06-01T12:30:00Z,22.158333301333,55.241333452167,982
2024-06-01T12:40:00Z,22.445666821667,54.4333330155,982
2024-06-01T12:50:00Z,21.405666732833,56.927166621167,982
2024-06-01T13:00:00Z,21.997000122333,57.202166875,982
2024-06-01T13:10:00Z,21.563666566,57.36200002,982
2024-06-01T13:20:00Z,20.818000093333,59.927166811167,982
2024-06-01T13:30:00Z,20.5671667735,59.0956667585,982
2024-06-01T13:40:00Z,19.693666840167,59.033333143167,982.3
2024-06-01T13:50:00Z,18.992166868667,61.437999724833,983
2024-06-01T14:00:00Z,17.564833545667,75.477167256667,983
2024-06-01T14:10:00Z,16.3858335175,89.457833225667,983
2024-06-01T14:20:00Z,15.771000036,94.858500290167,983
2024-06-01T14:30:00Z,15.918833319167,98.581000010333,983
2024-06-01T14:40:00Z,16.232500044833,98.993166606167,983
2024-06-01T14:50:00Z,16.642000294333,94.3154998775,983
2024-06-01T15:00:00Z,16.848166879333,92.841000366667,983
2024-06-01T15:10:00Z,17.306500148833,91.187333552667,983
2024-06-01T15:20:00Z,18.031666819667,87.873167037833,983
2024-06-01T15:30:00Z,18.655833499,85.603333155667,983
2024-06-01T15:40:00Z,19.147166983833,78.523999659333,983
2024-06-01T15:50:00Z,20.354166698167,73.373999913167,982.71666666667
2024-06-01T16:00:00Z,20.752833271,69.225333659333,982
2024-06-01T16:10:00Z,20.803000036167,68.000666427667,982
2024-06-01T16:20:00Z,19.854000028167,71.049167124333,982
2024-06-01T16:30:00Z,19.060833518,75.741000239167,982
2024-06-01T16:40:00Z,19.038000106667,84.935833104667,982
2024-06-01T16:50:00Z,19.431333383333,77.327999751,982.2
2024-06-01T17:00:00Z,20.003666941333,72.415332793833,983
2024-06-01T17:10:00Z,19.269166819167,73.654833602667,983
2024-06-01T17:20:00Z,18.704833603667,75.487000147667,983
2024-06-01T17:30:00Z,18.027666887167,81.416333261833,983
2024-06-01T17:40:00Z,17.657166926167,81.5458334605,983
2024-06-01T17:50:00Z,17.495500183,80.6896666205,983
2024-06-01T18:00:00Z,16.486666886333,79.834333420167,983
2024-06-01T18:10:00Z,15.256500006333,91.108000310167,983
2024-06-01T18:20:00Z,14.807166719,95.484667078833,983
2024-06-01T18:30:00Z,14.838666676667,95.877499898333,983
2024-06-01T18:40:00Z,14.979833380667,95.1166660305,983
2024-06-01T18:50:00Z,14.856999937167,96.090500006,983
2024-06-01T19:00:00Z,14.6693333305,97.891499964667,983
2024-06-01T19:10:00Z,14.833000024333,98.069499460667,983
2024-06-01T19:20:00Z,14.951999999167,96.765666199167,983
2024-06-01T19:30:00Z,14.871166611167,97.225000127333,983.3
2024-06-01T19:40:00Z,14.777333307333,97.091333643667,984
2024-06-01T19:50:00Z,14.662666655,97.442667007667,984
2024-06-01T20:00:00Z,14.815166585167,97.412166977167,984
2024-06-01T20:10:00Z,14.965333334167,96.2486662545,984
2024-06-01T20:20:00Z,14.815333428833,97.133999888167,984
2024-06-01T20:30:00Z,14.9023333235,96.688499450833,984
2024-06-01T20:40:00Z,14.985833326667,97.060333251667,984
2024-06-01T20:50:00Z,14.970999956833,97.120167287,984
2024-06-01T21:00:00Z,14.850666618167,98.220166524167,984
2024-06-01T21:10:00Z,14.517666658167,98.697333272333,984
2024-06-01T21:20:00Z,14.798333310833,98.007333500833,984
2024-06-01T21:30:00Z,14.513833396,98.625166829167,984
2024-06-01T21:40:00Z,14.5146666365,97.396833419833,984
2024-06-01T21:50:00Z,14.440166554,97.494667053667,983.98333333333
2024-06-01T22:00:00Z,14.265999999833,97.793000157667,984
2024-06-01T22:10:00Z,14.133333281765,98.157843197451,983.76470588235
2024-06-01T22:20:00Z,13.686999956333,99.911833318,983.93333333333
2024-06-01T22:30:00Z,13.7781666745,99.645666631667,983.96666666667
2024-06-01T22:40:00Z,13.907499964833,99.299333317667,984
2024-06-01T22:50:00Z,13.966500044167,99.509166208667,984
2024-06-01T23:00:00Z,13.765999921167,100,983.96666666667
2024-06-01T23:10:00Z,13.9641666725,99.426332982333,983.31666666667
2024-06-01T23:20:00Z,13.986333275,98.776666641,983
2024-06-01T23:30:00Z,13.938166603167,98.017833582333,983
2024-06-01T23:40:00Z,13.958833281833,97.549666595,983.08333333333
2024-06-01T23:50:00Z,14.013999987,97.0919999435,983.36666666667
2024-06-02T00:00:00Z,14.025666697,97.241166433333,983.96666666667
2024-06-02T00:10:00Z,14.006666596333,97.695999781833,984
2024-06-02T00:20:00Z,13.847333367167,98.6573336295,984
2024-06-02T00:30:00Z,13.774499955333,99.144667434833,984
