Čas,WE_NH3,AE_NH3
2024-03-01T00:10:00Z,0.4025000035,0.280000001
2024-03-01T00:20:00Z,0.404333335,0.280000001
2024-03-01T00:30:00Z,0.393166659,0.280000001
2024-03-01T00:40:00Z,0.4003333385,0.280000001
2024-03-01T00:50:00Z,0.400000006,0.280000001
2024-03-01T01:00:00Z,0.392833325,0.280000001
2024-03-01T01:10:00Z,0.40666666358333,0.280000001
2024-03-01T01:20:00Z,0.40883333051667,0.280000001
2024-03-01T01:30:00Z,0.409666663,0.280000001
2024-03-01T01:40:00Z,0.4048333345,0.280000001
2024-03-01T01:50:00Z,0.398166669,0.280000001
2024-03-01T02:00:00Z,0.399500005,0.280000001
2024-03-01T02:10:00Z,0.400000006,0.280000001
2024-03-01T02:20:00Z,0.400000006,0.280000001
2024-03-01T02:30:00Z,0.400000004,0.280000001
2024-03-01T02:40:00Z,0.3993333375,0.280000001
2024-03-01T02:50:00Z,0.4091666635,0.280000001
2024-03-01T03:00:00Z,0.4058333335,0.280000001
2024-03-01T03:10:00Z,0.400000006,0.280000001
2024-03-01T03:20:00Z,0.400000006,0.280000001
2024-03-01T03:30:00Z,0.400000006,0.280000001
2024-03-01T03:40:00Z,0.399833339,0.280000001
2024-03-01T03:50:00Z,0.399833339,0.280000001
2024-03-01T04:00:00Z,0.400333339,0.280000001
2024-03-01T04:10:00Z,0.4088333305,0.280000001
2024-03-01T04:20:00Z,0.405000001,0.280000001
2024-03-01T04:30:00Z,0.4015000045,0.280000001
2024-03-01T04:40:00Z,0.397,0.280000001
2024-03-01T04:50:00Z,0.398833337,0.280000001
2024-03-01T05:00:00Z,0.400000006,0.280000001
2024-03-01T05:10:00Z,0.398166667,0.280000001
2024-03-01T05:20:00Z,0.389999986,0.280000001
2024-03-01T05:30:00Z,0.389999986,0.280000001
2024-03-01T05:40:00Z,0.389999986,0.280000001
2024-03-01T05:50:00Z,0.397166667,0.280000001
2024-03-01T06:00:00Z,0.39033332,0.280000001
2024-03-01T06:10:00Z,0.389999986,0.280000001
2024-03-01T06:20:00Z,0.389999986,0.280000001
2024-03-01T06:30:00Z,0.390166653,0.280000001
