Čas,WE_NH3,AE_NH3
2023-11-01T00:10:00Z,0.449333322,0.280000001
2023-11-01T00:20:00Z,0.4498333215,0.280000001
2023-11-01T00:30:00Z,0.443666661,0.280000001
2023-11-01T00:40:00Z,0.440333331,0.280000001
2023-11-01T00:50:00Z,0.440333331,0.280000001
2023-11-01T01:00:00Z,0.439999998,0.280000001
2023-11-01T01:10:00Z,0.439999998,0.280000001
2023-11-01T01:20:00Z,0.4404999975,0.280000001
2023-11-01T01:30:00Z,0.4404999975,0.280000001
2023-11-01T01:40:00Z,0.4401666645,0.280000001
2023-11-01T01:50:00Z,0.439999998,0.280000001
2023-11-01T02:00:00Z,0.439999998,0.280000001
2023-11-01T02:10:00Z,0.439999998,0.280000001
2023-11-01T02:20:00Z,0.439999998,0.280000001
2023-11-01T02:30:00Z,0.43916666541667,0.280000001
2023-11-01T02:40:00Z,0.43949999845,0.280000001
2023-11-01T02:50:00Z,0.43983333148333,0.280000001
2023-11-01T03:00:00Z,0.43966666496667,0.280000001
2023-11-01T03:10:00Z,0.439999998,0.280000001
2023-11-01T03:20:00Z,0.43949999845,0.280000001
2023-11-01T03:30:00Z,0.4320000052,0.280000001
2023-11-01T03:40:00Z,0.430000007,0.280000001
2023-11-01T03:50:00Z,0.430000007,0.280000001
2023-11-01T04:00:00Z,0.430000007,0.280000001
2023-11-01T04:10:00Z,0.43016667351667,0.280000001
2023-11-01T04:20:00Z,0.430000007,0.280000001
2023-11-01T04:30:00Z,0.430000007,0.280000001
2023-11-01T04:40:00Z,0.430000007,0.280000001
2023-11-01T04:50:00Z,0.430000007,0.280000001
2023-11-01T05:00:00Z,0.430000007,0.280000001
2023-11-01T05:10:00Z,0.430000007,0.280000001
2023-11-01T05:20:00Z,0.430000007,0.280000001
2023-11-01T05:30:00Z,0.43766666676667,0.280000001
2023-11-01T05:40:00Z,0.43066667306667,0.280000001
2023-11-01T05:50:00Z,0.430000007,0.280000001
2023-11-01T06:00:00Z,0.423333327,0.280000001
2023-11-01T06:10:00Z,0.420166654,0.280000001
2023-11-01T06:20:00Z,0.419999987,0.280000001
2023-11-01T06:30:00Z,0.41683332318333,0.280000001
2023-11-01T06:40:00Z,0.41049999555,0.280000001
2023-11-01T06:50:00Z,0.406333333,0.280000001
2023-11-01T07:00:00Z,0.400333339,0.280000001
2023-11-01T07:10:00Z,0.406666666,0.280000001
2023-11-01T07:20:00Z,0.4015000045,0.280000001
2023-11-01T07:30:00Z,0.39533333,0.280000001
2023-11-01T07:40:00Z,0.401000004,0.280000001
2023-11-01T07:50:00Z,0.39216666123333,0.280000001
2023-11-01T08:00:00Z,0.37466666593333,0.280000001
2023-11-01T08:10:00Z,0.34383333631667,0.280000001
2023-11-01T08:20:00Z,0.37333333343333,0.280000001
2023-11-01T08:30:00Z,0.35216666958333,0.280000001
2023-11-01T08:40:00Z,0.35366666921667,0.280000001
2023-11-01T08:50:00Z,0.38183333031667,0.280000001
